Class	Name	MPIMP-ID	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF End of stress-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 12h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 36h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Control -EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF End of stress-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 12h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 36h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Heat & Drought-EGF 60h Rewatering-N22	Spikelet-Control -EGF End of stress-Dular	Spikelet-Control -EGF End of stress-Dular	Spikelet-Control -EGF End of stress-Dular	Spikelet-Control -EGF End of stress-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 12h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 36h Rewatering-Dular	Spikelet-Control -EGF 60h Rewatering-Dular	Spikelet-Control -EGF 60h Rewatering-Dular	Spikelet-Control -EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF End of stress-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 12h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 36h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Heat & Drought-EGF 60h Rewatering-Dular	Spikelet-Control -EGF End of stress-Anjali	Spikelet-Control -EGF End of stress-Anjali	Spikelet-Control -EGF End of stress-Anjali	Spikelet-Control -EGF End of stress-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 12h Rewatering-Anjali	Spikelet-Control -EGF 36h Rewatering-Anjali	Spikelet-Control -EGF 36h Rewatering-Anjali	Spikelet-Control -EGF 36h Rewatering-Anjali	Spikelet-Control -EGF 36h Rewatering-Anjali	Spikelet-Control -EGF 60h Rewatering-Anjali	Spikelet-Control -EGF 60h Rewatering-Anjali	Spikelet-Control -EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF End of stress-Anjali	Spikelet-Heat & Drought-EGF End of stress-Anjali	Spikelet-Heat & Drought-EGF End of stress-Anjali	Spikelet-Heat & Drought-EGF End of stress-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 12h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 36h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali	Spikelet-Heat & Drought-EGF 60h Rewatering-Anjali
MSTs	A211001-101	A211001-101	0.525011668	0.272731127	0.514828012	0.560379106	0.385019411	0.327250959	0.227558974	1.015742389	0.197036852	0.617912388	0.697810797	0.416152765	0.345013188	0.201707153	0.387912871	0.282204768	0.344263662	0.793096632	0.174120437	0.474146314	0.603246749	0.36202119	0.21719721	0.439507833	0.220709692	0.457305369	0.191971413	0.433275401	0.186951038	0.361956071	0.276679035	0.221549141	0.540039771	0.142945607	0.180087429		0.43837913	0.48510376		1.178593199	0.473201855	0.72626468	0.211260511	0.507786352		0.276980166	0.269136038	0.498695784	0.199397053	0.226890086	0.372794813	0.94323958	0.179891811	0.687333598	0.424480051	0.421103787	0.797113898	0.750540777	0.281925646	0.612721364	0.268995311	0.238946109	0.904621739	0.65702308	0.673088771		0.556266772	0.574180744	0.527057949	0.601785652	0.207361254	0.696947733	0.575572624	0.226095627	0.287452312	0.172366088		1.008810032	0.204720289	0.29852659	0.230323201	0.439462055	0.185510422	0.592217408	0.17959614	0.572865192	0.277526643	0.695456896	0.129009944	0.405290441	0.611175416	0.178581816	1.313855466	0.3348217	0.475063632	0.224763314	0.494050844	0.544974923	0.206280758	0.400172784	0.32875922	0.407268878	0.516726659	0.258225355	0.297176171			0.411290807	0.26838475	0.358449784	0.148888601	0.970498359
MSTs	A213001-101	A213001-101	0.213907667	0.064458273	0.206396476	0.288349806	0.167992443	0.116970559	0.069768697	0.39553529		0.230227045	0.217827463		0.087016525	0.06551438			0.092826721	0.160068572	0.063451445	0.161011051	0.202879475			0.18731077	0.06781018			0.135627458	0.053563044	0.157170236			0.166197353					0.135120821		0.244759647	0.13306531	0.235660791	0.066778594	0.170976994			0.063514436	0.154931112		0.055085935	0.073237127	0.186313138	0.060268544	0.246230756	0.113503851	0.126915003	0.303454584	0.169674153	0.063843397	0.181508226	0.076648318	0.075792722	0.225359242	0.092024371	0.186614223		0.14160424	0.148051467	0.141640815	0.158419523	0.056985141	0.182733308	0.212494336					0.264125514	0.061043109	0.128332753	0.104198084	0.17589167		0.28253674	0.049768787	0.154135003	0.096674471	0.146692775		0.139541327		0.049231596	1.590532329	0.066644193			0.146065117			0.105482596				0.064294749	0.064439008						0.043340264	0.355837584
MSTs	A214003-101	A214003-101								0.482960045																																																																																					0.344041673																			
MSTs	A214004-101	A214004-101																																																																																																																
MSTs	A217004-101	A217004-101			0.152255782				0.091607353	0.236169575			0.119490363	2.476011212	0.094473255					0.089421015			0.522896394		0.10560077	0.330167781	0.126804131		0.164505664	0.251974651	0.183884792	0.284496626		0.10906901	0.272550336	0.167199674	0.091065644			0.362531635	0.216264146	0.28697936								0.107303419			0.123394708				0.082286503		0.184478821	0.11957261	0.086543972	0.129655433	0.089508559			0.19027584	0.410214593				0.127558639			0.903768765																				0.107258343	0.291936789	0.182788599	0.232270319	0.101865497	0.26465478			0.12055908								0.257902308				
MSTs	A221004-101	A221004-101	3.058338918	0.990349717	3.186153438	2.516561389	1.23050837			6.115281322			1.649771323	11.49054841		0.880288025				1.969108071			2.75656979		1.122739082	3.536093175	4.845929057			2.737804034					1.800874868					2.222288568		3.557187747	1.63664481	2.101048597	1.034655945	2.287688965				1.279849045				1.682243501						2.793757362	1.044273054	3.183808912	3.21681655				3.73900489		1.9833199	1.416898958										2.357444542		2.478230908		1.159629427		2.596909083			4.028712859	2.954485395		1.478793957			4.601182747	1.104474019		3.965871673	2.101657079			1.666803874												
MSTs	A228001-101	A228001-101	3.280341154	1.886378468	2.9007874	3.124263265	2.319697784	1.781738529	1.475606694	6.185329113	1.187370043	2.723543569	3.587825185	1.508517114	1.97303489	1.645889307		1.159567265	1.463816333	2.496289132	0.735956116	2.488893159	3.819774688	2.981939079	2.108946767	4.273927044	2.200212131	2.71275279	1.562884585	3.76682839	0.946354727	2.171634326	1.824972558	1.702821087	3.871146591	0.942532732	1.031375126		1.929363274	3.206801239	1.204960481	7.242683421	1.33970015	2.527169015	1.253279909	2.27964449	1.614702858	1.247706901	1.009646531	1.68976288	0.775395242	0.69930996	1.493473697	2.792491854	0.706422884	1.499235991	0.805917431	1.106222863	2.679865967	2.723645974	1.535663593	3.100957619	1.797960704	1.366821335	3.506169629	2.738954337	3.942996653	0.916868496	2.765075386	2.436384614	1.982257723	3.81739049	1.012686726	3.548162323	1.767030025	0.769759445	0.951143725	0.653335918		3.938664162	1.259957665	2.019888009	1.324036653	2.258822161	1.201926441	4.69844877	0.880544485	2.701022087	1.655945295	4.955816613	0.892416107	2.169470577	3.120911743	1.195137634	4.949986704	1.903603559	3.202599458	1.820756591	4.484853053	4.595897738	1.46502063	3.277610982	2.874042584	3.017826963	3.187079755	1.9240437	1.738333052	1.035081808	4.950433991	2.864509984	1.816480748	2.285152319	0.880311741	4.263642909
MSTs	A230002-101	A230002-101	3.235455073	1.563417048	2.709454685	2.759330414	2.302231922	1.763429647	1.106076191	6.635002454	0.898308124	3.65234587	4.567381047	1.818753403	1.672406385	0.843180186	1.081373024	1.188817473	1.457246272	2.449137742	0.686253409	3.491176575	4.39987266	3.354950987	1.719066465	5.011585671	1.916180279	2.670127213	1.493707863	4.140210601	1.066358297	3.982158145	2.131981432	1.992698292	4.655212383	0.887976269	1.091596686	1.603969962	1.829427027	2.962911264	1.546302322	7.07349406	1.322536542	2.685865251	1.353400531	2.890452634	0.663142563	1.175537247	0.923057816	2.096463105	0.751112612	0.672028746	1.087470983	2.214683824	0.531426812	1.753646808	0.984919068	1.710338599	3.383229881	3.061875691	1.284482311	3.143537899	1.604837019	1.245498511	3.935016682	2.233045683	4.355478163	0.613288476	2.740050256	2.826340893	2.506871605	3.19861438	0.943064106	3.352935068	1.585594435	0.715471608	0.693505844	0.54364367	0.903597499	3.485797352	0.800902407	1.610608334	0.621300418	2.61342019	0.960151254	4.67359894	0.934641467	2.492477313	0.859475073	2.645423838	0.415312144	1.622509982	3.342658615	0.924171233	4.860229337	1.410220661	2.939334095	0.885298764	3.185693249	3.533883611	1.244211185	2.720053624	2.085777717	2.556995737	1.637031074	1.377817047	1.305627315	0.797555716	3.167086924	2.559767888	0.724276879	1.438860525	0.617048851	5.101882482
MSTs	A237001-101	A237001-101	2.774676366	1.417806875	2.392609017	3.11710881	2.58608729	2.609465671	1.441197498	8.332334635	1.072136146	3.983645417	2.172494896	2.152498193	1.814326257	0.574138821	1.678698059	3.413592274	1.83668444	3.352368941	1.168780578	3.270522219	3.908828401	2.88005294	1.617409901	3.433609839	1.199961088	2.257744079	1.59534516	3.63139989	1.121881437	2.407707683	2.349377137	2.185435836	5.604646375	1.140579136	1.189344508	2.156668349	1.89251992	3.498401305	1.470518373	8.374941708	2.91587568	4.920013922	2.578437995	4.664193371	1.976224594	2.884757401	2.932122646	6.019822846	1.652404287	1.889393057	2.601734077	5.971895878	1.102650015	5.53994153	3.23237427	3.874615105	9.595384429	6.113572192	3.161012657	7.502679173	4.489954271	3.255841056	8.695093718	7.165374721	7.617165964	1.406487683	5.383902799	7.995783202	3.607940151	7.562033866	3.21672494	7.711357575	4.842775826	2.273946423	2.40939831	1.46998803	1.896522815	5.27038432	1.801095859	2.583828293	1.113047783	4.302758556	2.093039865	7.199079039	1.554761259	4.979148941	2.623642875	3.695037123	0.944249331	3.19886945	6.719292183	2.686712925	9.937565655	1.480667785	2.563955181	1.068424531	3.053779503	4.158318657	1.47886458	4.095104065	3.097166971	2.546863091	2.70800234	2.21801918	2.543381939	1.140419756	4.34371475	1.598159183	2.582918122	2.625806089	1.158721925	4.689874752
MSTs	A237002-101	A237002-101				4.35696033	3.312057558	2.775855589		9.238064011	4.096991257	8.80724462	4.199250701							3.114694094		4.6320652	7.5921205			7.542280653				6.46076952	2.281839537	6.395584346		3.310340011	9.589875447	2.397226947				6.827556247		12.05536955	4.540557727	9.265572651		6.171341675			3.203387581	5.648936461			3.461201309	7.145666763		7.153872518	3.468976851	3.47782471	9.777279943	8.607295205	4.339493981	9.645980509	3.736033367	3.301570188	10.98064202	7.024105389	9.267433641		7.868182295	8.80164157	8.806599687	9.788197563	2.863111978	12.40062419	6.293982782		3.810282942	2.656721185		5.073268314				3.875178705		7.387400523				3.032720128					8.903646871							5.333562044	3.587222394							7.080154684	2.873641375	4.267907987		14.17341585
MSTs	A250001-101	A250001-101	1.425082224		1.67821709	1.126002167		0.794062254		1.607745465		1.844813686	0.704198011	0.13078581	0.26016724			0.59906384	0.377168333	0.655555832	0.06520573	0.788481879	0.630879467			0.720710447			0.265668798	0.752734716		0.497943135	0.152828477	0.267838119	0.931827506	0.109298902	0.069193735	0.403616129	0.23931037	0.603962722	0.19765568	0.820767568	0.825116239	0.988474177	0.776374054	1.031962181	1.404444458	0.446316283	0.569297186	1.129528206	0.421662841	0.110003462	0.468475471	1.128454818	0.093921849	1.212340617	0.585648696	0.797048034	1.50469625	1.18921302	0.617487708	1.154437713	0.777489691	0.525711529	1.195544629	0.813838804	1.107166995		1.215631883	0.985160106	0.67357162	0.929596556	0.518039061	1.412568462	0.982116643	0.275088656	0.438260881	0.227840097		0.555866262		0.854566766		0.735620702		0.967669169		1.406970312	0.087350421	0.376094304	0.10773189	0.468332037	0.780325978	0.207875262	0.73175625	0.085424124			0.18224719	0.373319217		0.451354206	0.128916455	0.166175115		0.105848272	0.142404771	0.116288925		0.466863602	0.094789412	0.467540166	0.113209683	1.348130349
MSTs	A278005-101	A278005-101																								0.208908545																0.248120596																																																									0.514869503															
MSTs	A303004-101	A303004-101																																																																																																																
MSTs	A311002-101	A311002-101	4.644504339	1.423474755	3.781544891	3.322641423	2.814841642	2.772942188	0.940655295	6.007336657	0.85915125	2.62510983	0.877774328	1.138608195	0.863974895	0.586974837		1.072776186	0.528559983	1.776691432	0.539229232	1.038007378	3.709217682		1.386288607	4.153660613	1.109887928	1.418496237	0.529181905	3.189924612	0.674653534	1.085023272	2.726652281	0.537263299	2.862819404	0.406663618	0.472684331		1.145044255	2.978685021	0.617907333	3.880991618	1.883846594	0.767598515	1.357438981	3.03345029	1.393016588	0.539385069	0.802917595	1.807032328	0.724735323	1.176631352	0.56784093	2.278263951	0.561191014	1.194843628	0.511780018		2.233318387	4.146071466	1.161768607	2.579313749	1.041365587	1.08745104	3.382443029		3.571137817	0.651695231	1.942346188	1.665483576	0.884763358	1.11229134	0.569309924	1.904880881	1.961906529	0.960957627	0.464030246	0.638217184	1.139417315	4.675861984	1.442105125	4.128837226	1.089489054	5.157009928	1.284636519	5.33522537	1.211424195	3.713573696	1.286305454	2.579130094	0.74098201	1.692011481	2.556530153	0.838607154	3.845445244	1.627404934	1.767889904	1.56640803	2.66288465	6.135258917	0.684657684	2.553181698	1.670213579	2.443023296		1.585481807	0.827280561	0.923690173		0.956833679	0.880523499	1.233401392	0.833265735	3.532231128
N- Compounds	Cytosine	A153005-101		6.128508328		6.869373127	6.775167999	4.488286591	5.64670666		6.185829746					3.826640262				4.858138814	3.894884855		6.984372265		6.078877983	5.656313482	5.829390928		2.865846752	5.10746187	4.984505667	4.684981252		2.665448694			3.800145387					3.807997256	4.296304237		3.492054531	4.281730281														5.345699503	3.158268166		4.011825149	3.104902247	8.682008553			3.870323442												2.880038738	4.097343768			4.779328399	3.479115087	6.541393325	4.443750278			4.940034578					4.470311942			5.204095376					3.866768979											
N- Compounds	Ethanolamine	A128002-101	3.867881071	2.356349673	3.039726024	3.877638922	3.052005494	2.726204772	2.019377992	7.48302162	1.071379606	4.61349431	10.02213676	9.686279783	3.61844876	1.453354998	3.039325455	1.531251493	1.85504091	3.349977804	0.672979525	3.527833452	6.171789424	4.055703191	2.352366406	4.737709693	1.301776561	4.225266944	1.957760216	4.633670146	1.059676788	3.859294821	6.534068406	1.818983385	5.11121921	2.401247347	2.581838846	4.597083978	3.775320517	5.581118354	4.336114739	6.459799907	2.799133911	5.015556581	1.87780611	3.797019354	2.745064418	1.740180662	1.635071387	3.776595346	0.997825186	2.080040894	3.662435315	4.503971052	0.859626583	4.417874999	3.342047288	4.224267062	6.324155207	3.524319812	2.417913412	4.540133278	2.209319706	2.168233009	10.46911364	6.519093968	5.027678758	1.324214598	4.782932042	7.990717414	5.41520135	8.128485745	1.5328803	5.588357114	4.866717634	1.668359895	1.851469949	0.744887292	3.257987881	5.11119103	1.893449356	1.907943778	1.883650498	3.149988722	1.898522889	3.472297294	0.966599772	4.540385105	5.746723078	6.017222808	3.147225566	4.619400068	5.775930551	1.132626113	4.638774588	3.323940101	3.106115187	0.984094425	3.75579863	3.07523142	2.064890105	3.818318674	4.244087299	3.517875147	7.385589285	2.589556327	5.069268498	1.367604803	5.359244641	7.681541256	1.561214556	2.250421903	0.672738205	8.294542364
N- Compounds	Putrescine	A175002-101	1.153925105	0.451291076	1.080621053	0.665456294	0.627178456	0.305173857	0.24045049	1.055896067	0.2577952	0.442263726	0.524494689	0.418178986	0.096590006	0.072502936	0.117711834	0.059440625	0.065869057	0.119549572	0.044502228	0.094125177	0.890095272	0.363800818	0.418052254	1.320521714	0.352777065	0.409302683	0.242406256	0.79009552	0.10193662	0.621383048	0.169897689	0.132641917	0.357506789	0.069760185	0.127831756		0.120905789	0.220101639		0.153127589	0.192358485	0.279959366	0.087820954	0.271233995		0.034921147		0.098482688	0.046012292	0.032513108	0.044427592	0.063505995						0.29592502	0.21049235	0.393568831	0.158897893	0.132688287	0.198333244	0.086983213	0.389237794	0.057516036	0.245753464	0.073364859	0.085105665	0.171603363	0.043461005	0.183627745						0.701893781	0.09804924	0.248869043	0.118829445	0.164042087	0.075962559	0.262649917	0.059603303	0.167579398	0.05208098	0.239471597	0.039311611	0.10744409	0.077343707	0.025468208	2.678781351	0.272862163	0.423703518	0.148644642	0.402054001	0.222079156	0.085518106	0.112499489	0.073190199	0.154848084		0.038166529	0.072107653	0.036698499		0.081661388	4.904412019			
N- Compounds	Pyridine, 2-hydroxy-	A105003-101	2.770732601	0.32105272	2.370445764	1.740191181	0.698448177	0.68528493	0.377327367	4.368503615	0.439186196	1.584691808	2.021418629	0.681601425	0.775314841	0.49537503	1.462581768	1.154192978	0.400963758	1.256523296	0.385505814	1.321888105	1.753576467	0.594277772	0.323781622	1.819676526	0.445050239	0.957874967	0.362689633	1.884311816	0.549391079	1.148403151	0.823147389	0.412242908	2.258033263	0.429944626	0.376780191	5.766745086	2.021630835	2.178621272	0.783014405	0.359631624	1.27648561	1.804298148	0.581696209	2.445484775	3.536098178	0.359425097	0.426639311	2.182869143	0.480653491	0.627217053	0.391793543	2.48601725	0.502010595	0.808528033	0.394993827	0.98744164	2.901778163	2.806191292	0.430344603	2.365256586	0.650527817	0.496048923	2.053731988	2.288958788	2.846260683	0.466005545	1.965169663	1.837472848	1.894241795	1.180999972	0.634223735	2.701675852	3.195122461	0.498314398	0.480235377	0.481760123	1.870734744	1.024141809	0.452564533	2.318357931	0.668145913	1.984699739	0.351111078	3.169976874	0.62618391	2.157785689	0.673318939	1.069844383	0.385447049	1.521241656	2.467689483	0.517559575	0.25200855	1.646315306	1.026761768	0.486747701	2.05969605	2.292415365	0.377632265	2.552381392	0.961093424	2.149771927	2.19318854	0.450279913	0.398051597	0.790062354	2.832828607	0.763386951	0.51273989	2.121266582	0.47407379	3.841925065
N- Compounds	Pyridine, 3-hydroxy-	A114003-101	0.568893213	0.146586406	0.647583492	0.574136452	0.226822231	0.197326258	0.168902309	0.982787454	0.154390397	0.397565655	0.940955145	0.670841666	0.207629398	0.137388447		0.730218086	0.106872953	0.343842745	0.135931721	0.37711768	0.803138184	0.322702189	0.158921782	0.558782936	0.161601482	0.296121426	0.120529476	0.540499575	0.167558787	0.391932362	0.624406135		0.635011562	0.12044414	0.125067431	0.829192355	0.424888131	0.473277298	0.190797301		0.490722135	0.632727449	0.179760574	0.785974138	0.741528155	0.135873157	0.119052131	0.502422123	0.168627637	0.15694896	0.193448578	0.537975092	0.132149144		0.693182914	0.55670149	0.661094403	0.619065464	0.179713751	0.689674887	0.221124948	0.1539495	1.462106747	0.648442327	0.810604181	0.1671811	0.456232327	0.985149238	0.833715861	0.896608097	0.200853753	0.5471128	0.710578749	0.124853817	0.173104335	0.132253938	0.405252576	1.297709547	0.150057525	0.488145239	0.226657248	0.425852252	0.159585189	0.711689225	0.171134371	0.383359795	0.242354112	0.392895457	0.149604346	0.348535574	0.577937028	0.159168741	11.85129003	0.482706839	0.36873374	0.163022845	0.368919864	0.481178229	0.107551132	0.532728041	0.261169133	0.374381121	0.564240928	0.154478832	0.166390359	0.218407679		1.014525453	0.125270255	0.445500091	0.138657322	0.877907121
N- Compounds	Pyridine, 4-hydroxy-	A117003-101																																																																																																																
N- Compounds	Spermidine	A226002-101																								2.407764219																1.578518419																																																					2.080129113																			
N- Compounds	Uracil	A136001-101					2.407452117				0.928464059	3.90310927										3.347509117					2.089002772			2.652247983		3.308563781					0.870591715																						2.127853045					1.527757311					2.152872347														3.169400819			2.126450142						2.424685149						1.421645716	3.055347526															5.216574218
Phenylpropanoids	Cinnamic acid, 4-hydroxy-, trans-	A195001-101	2.11110249			2.623919628		1.416834793		3.499987006			3.508397052		1.283226574				1.252462849	1.667492026		2.033967352	1.640933483												1.556399536							2.077752486	1.77538252			2.4726608			1.190722151	1.986412031			1.286890656	2.378588309				1.36749832		2.133185741		2.522482549					2.427652208			1.940372678		6.999837228								3.123613671				3.090195626	1.23196161	5.9325488		2.831994798	1.717478076	4.276696575		2.933515381	3.354020546		4.451422632							1.966698327								1.861171452				
Phenylpropanoids	Quinic acid, 4-caffeoyl-, trans-	A317001-101																																																																																																																
Phenylpropanoids	Quinic acid, 5-caffeoyl-, trans-	A319001-101																																																																																																																
Phenylpropanoids	Sinapic acid, trans-	A225001-101				2.190866121	2.779777852	2.247599813	3.179817175	5.986638693	3.940967863	4.857192566	2.479778636	8.684269516						2.529446159		2.020977865	3.347495806		3.360634374	2.230960942	4.217094313		2.918372189	4.142211791					3.887893696							12.05536955	1.451412084		4.118772545				3.372294176											2.465513131	3.573939948	8.891267952		1.712907882			6.475970462			4.619521937		6.875638214		7.549086041						3.216321953			5.157588397	2.540523111	2.958888288				3.591460133	5.265648204		5.919326996	9.956973725		7.092100707			2.121339022													2.986265499			
Phosphates	Ethanolaminephosphate	A177014-101																								5.185212018																2.376896316																							10.37257176																																																	
Phosphates	Glucose-6-phosphate	A233002-101	12.19060333	6.910063444	11.63870174	11.35214759	9.371714683	5.572022527	4.166391129	10.85822616	7.265691489	10.29040576	2.531394871	1.887136722	2.3735406	1.171391318	2.313423919	2.151151827	0.968118113	2.118935159	0.444006769	2.020479975	3.720750908	1.763435256	2.946381112	4.664828773	2.908551741	2.436729176	1.46630408	4.984117574	0.710201461	1.853276454	2.454244002	1.692080176	4.30547922	0.41895938	2.535269235	0.639894089	0.506997045	3.172450393	0.14623749	4.653406016	6.956062474	15.56559489	7.590776721	16.98790391	6.822084527	4.958134078	3.880391893	7.863510971	4.01952389	4.681105775	3.390762403	4.905672303	3.476787178	3.242345362	0.668546802	0.658934866	2.314284392	7.44905411	4.97751248	9.933670777	6.117447609	4.001004309	3.15364901	3.235849467	6.342804628	1.81918193	6.053650069	6.870608458	3.676187959	9.754446756	5.422495007	12.09714382	0.899088768	1.702861921	0.600416418	0.314021962	0.547029439	7.309735365	4.938697396	6.109178821	1.779650202	5.628605376	3.414135439	10.59788552	4.651157796	10.10323637	2.507440691	6.092359678	0.789555058	2.852452683	3.527432636	1.871080029	4.440866923	1.712820528	3.483384691	2.925822196	4.129586265	5.563313784	1.562642907	2.615240801	1.644163832	2.802350171	2.026001805	2.825177869	1.574332377	0.92004373	4.552837974	0.388467116	1.344127567	0.788326194	0.396302243	1.625854401
Phosphates	Glyceric acid-2-phosphate	A179005-101																																																																																																																
Phosphates	Glyceric acid-3-phosphate	A181003-101	0.521835268	0.227241075	0.55697016	0.501364705	0.316517741	0.173635901	0.130923937	0.843551206	0.092840965	0.51535638	0.120656723	0.122027182	0.089996238	0.035225967	0.140473665	0.125976677	0.05225736	0.211413342	0.022820655	0.140935359	0.294557184	0.140414966	0.291845043	0.552846703	0.109618283	0.247453062	0.161728883	0.501426258	0.05508204	0.256905312	0.104773575	0.115089547	0.41997981	0.026015862	0.031563773	0.198011557	0.147901514	0.312477929		0.666827577	0.590768675	1.215026528	1.060109825	1.995419242	0.400018204	0.309946207	0.517945033	0.782346752	0.142979892	0.121262688	0.236798175	0.566262583	0.066042916	0.47902434	0.054453334	0.050401215	0.395996431	1.133868888	0.462058825	1.967119541	0.887744489	0.361369626	0.518711992	0.297571736	1.445077348	0.169943217	1.164996371	0.541338717	0.343669685	0.587415938	0.190030215	1.358219534	0.17961786	0.125559225	0.091454482	0.045060919	0.12086425	1.110858048	0.376760085	1.452514519	0.098762299	0.611709189	0.212524687	2.494024133	0.157576557	1.321186002	0.139141638	0.321439211	0.041335425	0.404110695	0.527723894	0.101528917	0.845431781	0.270759721	0.490956025	0.161370706	0.546953275	0.790345188	0.096062987	1.167888304	0.349542802	0.666439826	0.277167882	0.154674541	0.127906604	0.057267126	0.576592674	0.071277944	0.147929361	0.388701272	0.045983338	0.308552902
Phosphates	Glycerol-3-phosphate	A177002-101	9.172771445	6.079798793		8.829160232	6.730858808	5.201293926	3.248534979	18.70194756			5.776228262							4.871536049		4.893724721	5.839130473		4.379355173	7.923506968			4.007268641	7.812586139		7.053816917			6.495335673							6.559290844	9.106573886	15.13832767	9.267725178	14.58137974		4.841455849	5.099540819	9.408459876			4.391762417	6.875287645				10.99965244	12.18503309	14.29183686	9.019740832	17.6711956	10.79173677	5.320142377	13.57724224	11.33344082	12.4089992		9.581767758	8.889482737	9.91727423	12.01103252		11.43724973						11.39994132		5.403170104		7.017659087	3.933255965	9.945388299		9.576780083		4.545303631		5.267434467			5.885764714	4.664616755	12.69088174					6.151083149												
